[2025-06-18 14:34:45] This is codeql database index-files --include-extension=.xml --include-extension=.wsdd --size-limit 10m --language xml -- /home/nam/Documents/JDD/codeql_project
[2025-06-18 14:34:45] Log file was started late.
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/toolkits/scalar/EmptySwitchEliminator.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/toolkits/scalar/UnreachableCodeEliminator.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/toolkits/scalar/ConstantCastEliminator.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/toolkits/scalar/IdentityOperationEliminator.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/toolkits/scalar/MethodStaticnessCorrector.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/toolkits/scalar/DeadAssignmentEliminator.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/toolkits/callgraph...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/toolkits/callgraph/ContextSensitiveEdge.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/toolkits/callgraph/Filter.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/toolkits/callgraph/ContextManager.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/toolkits/callgraph/OnFlyCallGraphBuilder.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/toolkits/callgraph/ConstantArrayAnalysis.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/toolkits/callgraph/VirtualEdgesSummaries$VirtualEdgeSource.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/toolkits/callgraph/ConstantArrayAnalysis$ArrayTypes.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/toolkits/callgraph/VirtualEdgesSummaries$VirtualEdgeTarget.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/toolkits/callgraph/CHATransformer.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/toolkits/callgraph/VirtualEdgesSummaries$VirtualEdge.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/toolkits/callgraph/InvokeCallSite.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/toolkits/callgraph/ConstantArrayAnalysis$ArrayTypesInternal.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/toolkits/callgraph/EdgePredicate.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/toolkits/callgraph/ContextSensitiveCallGraph.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/toolkits/callgraph/VirtualEdgesSummaries.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/toolkits/callgraph/ReachableMethods.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/toolkits/callgraph/TransitiveTargets.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/toolkits/callgraph/VirtualCallSite.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/toolkits/callgraph/VirtualCalls.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/toolkits/callgraph/ReflectionModel.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/toolkits/callgraph/Edge.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/toolkits/callgraph/AbstractCallSite.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/toolkits/callgraph/CallGraph.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/toolkits/callgraph/ConstantArrayAnalysis$ArrayState.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/InterfaceInvokeExpr.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/AnyNewExpr.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/StringConstant.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/ReturnVoidStmt.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/InvokeExpr.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/XorExpr.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/NewArrayExpr.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/AddExpr.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/DynamicInvokeExpr.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/NullConstant.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/EnterMonitorStmt.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/GotoStmt.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/SubExpr.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/ArrayRef.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/IntConstant.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/JimpleBody.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/CmplExpr.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/AssignStmt.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/AbstractJimpleValueSwitch.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/AbstractConstantSwitch.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/ThrowStmt.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/TableSwitchStmt.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/CmpgExpr.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/Expr.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/CmpExpr.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/UnopExpr.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/JimpleValueSwitch.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/EqExpr.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/Jimple.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/Constant.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/ConstantSwitch.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/MulExpr.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/NeExpr.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/internal...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/internal/JAssignStmt.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/internal/JInstanceFieldRef.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/internal/JIdentityStmt.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/internal/AbstractInstanceFieldRef.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/internal/AbstractNewArrayExpr.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/internal/AbstractStmt.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/internal/AbstractDefinitionStmt.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/internal/JArrayRef.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/internal/JNewArrayExpr.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/UshrExpr.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/LookupSwitchStmt.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/RealConstant.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/DefinitionStmt.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/ConcreteRef.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/DivExpr.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/SpecialInvokeExpr.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/RemExpr.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/IdentityRef.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/ReturnStmt.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/DoubleConstant.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/StaticInvokeExpr.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/RetStmt.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/StaticFieldRef.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/ConditionExpr.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/ShrExpr.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/NumericConstant.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/StmtSwitch.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/ExprSwitch.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/InstanceInvokeExpr.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/IfStmt.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/ExitMonitorStmt.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/RefSwitch.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/ShlExpr.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/ParameterRef.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/AndExpr.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/InstanceOfExpr.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/BreakpointStmt.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/NewExpr.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/ThisRef.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/StmtBody.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/MethodHandle.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/BinopExpr.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/GeExpr.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/ClassConstant.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/GtExpr.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/SwitchStmt.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/IdentityStmt.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/LeExpr.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/ImmediateSwitch.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/paddle...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/paddle/IPaddleTransformer.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/paddle/PaddleHook.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/paddle/PaddleField.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/NegExpr.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/NewMultiArrayExpr.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/LtExpr.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/MonitorStmt.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/CaughtExceptionRef.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/JimpleToBafContext.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/InvokeStmt.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/FieldRef.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/LengthExpr.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/MethodType.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/jimple/ArithmeticConstant.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/tagkit...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/tagkit/TagAggregator.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/tagkit/AnnotationTag.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/tagkit/InnerClassTagAggregator.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/tagkit/VisibilityAnnotationTag.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/tagkit/AnnotationElem.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/tagkit/FirstTagAggregator.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/tagkit/Tag.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/tagkit/LineNumberTagAggregator.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/tagkit/AbstractHost.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/tagkit/InnerClassTag.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/tagkit/AttributeValueException.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/tagkit/Host.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/tagkit/TagManager.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/tagkit/TagPrinter.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/tagkit/ImportantTagAggregator.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/SootMethod.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/FloatType.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/shimple...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/shimple/ShimpleBody.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/shimple/ShimpleValueSwitch.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/shimple/ShimpleExpr.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/shimple/toolkits...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/shimple/toolkits/graph...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/shimple/toolkits/graph/GlobalValueNumberer.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/shimple/toolkits/scalar...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/shimple/toolkits/scalar/SConstantPropagatorAndFolder.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/shimple/internal...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/shimple/internal/PhiNodeManager.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/shimple/internal/ShimpleBodyBuilder.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/shimple/internal/PiNodeManager.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/shimple/ShimpleFactory.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/shimple/AbstractShimpleValueSwitch.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/shimple/PiExpr.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/shimple/PhiExpr.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/shimple/Shimple.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/shimple/ShimpleTransformer.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/shimple/ShimpleExprSwitch.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/SootModuleInfo.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/dexpler...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/dexpler/DexAnnotation.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/dexpler/DexMethod.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/dexpler/DexFileProvider$DexContainer.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/dexpler/DexlibWrapper.members...
[2025-06-18 14:34:45] [PROGRESS] resolve files> Scanning /home/nam/Documents/JDD/codeql_project/trap/java/classes/soot/dexpler/TrapMinimizer.members...
